season,year,country,total_contingent,total_medal,total_gold,total_silver,total_bronze
Summer,2012,Israel,37,0,0,0,0
Summer,2012,Mauritius,11,0,0,0,0
Summer,2012,Moldova,20,2,0,0,2
Summer,2012,Guam,8,0,0,0,0
Summer,2012,Gabon,21,1,0,1,0
Summer,2012,Myanmar,6,0,0,0,0
Summer,2012,Afghanistan,6,1,0,0,1
Summer,2012,Senegal,31,0,0,0,0
Summer,2012,Lebanon,10,0,0,0,0
Summer,2012,South Korea,250,28,13,8,7
Summer,2012,Antigua,4,0,0,0,0
Summer,2012,Republic of Congo,7,0,0,0,0
Summer,2012,Bolivia,5,0,0,0,0
Summer,2012,Monaco,6,0,0,0,0
Summer,2012,Syria,10,0,0,0,0
Summer,2012,Montenegro,33,1,0,1,0
Summer,2012,Guinea,4,0,0,0,0
Summer,2012,Slovakia,47,4,0,1,3
Summer,2012,Guyana,6,0,0,0,0
Summer,2012,Turkmenistan,10,0,0,0,0
Summer,2012,Saint Lucia,4,0,0,0,0
Summer,2012,Albania,9,0,0,0,0
Summer,2012,Honduras,25,0,0,0,0
Summer,2012,Samoa,8,0,0,0,0
Summer,2012,Andorra,6,0,0,0,0
Summer,2012,Grenada,8,1,1,0,0
Summer,2012,Burundi,6,0,0,0,0
Summer,2012,Macedonia,4,0,0,0,0
Summer,2012,Georgia,34,7,1,3,3
Summer,2012,Individual Olympic Athletes,4,0,0,0,0
Summer,2012,Malta,5,0,0,0,0
Summer,2012,Central African Republic,6,0,0,0,0
Summer,2012,Nicaragua,6,0,0,0,0
Summer,2012,Cook Islands,8,0,0,0,0
Summer,2012,Bermuda,8,0,0,0,0
Summer,2012,Bangladesh,5,0,0,0,0
Summer,2012,Luxembourg,9,0,0,0,0
Summer,2012,Mozambique,6,0,0,0,0
Summer,2012,Mali,6,0,0,0,0
Summer,2012,Panama,8,0,0,0,0
Summer,2012,Cambodia,6,0,0,0,0
Summer,2012,Taiwan,44,2,0,1,1
Summer,2012,,0,0,0,0,0
Summer,2012,Bhutan,2,0,0,0,0
Summer,2012,Zambia,7,0,0,0,0
Summer,2012,Vietnam,18,0,0,0,0
Summer,2012,Gambia,2,0,0,0,0
Summer,2012,Sri Lanka,7,0,0,0,0
Summer,2012,Zimbabwe,7,0,0,0,0
Summer,2012,Sao Tome and Principe,2,0,0,0,0
Summer,2012,Guinea-Bissau,4,0,0,0,0
Summer,2012,Micronesia,6,0,0,0,0
Summer,2012,Kiribati,3,0,0,0,0
Summer,2012,Haiti,5,0,0,0,0
Summer,2012,Nauru,2,0,0,0,0
Summer,2012,Nepal,5,0,0,0,0
Summer,2012,Libya,4,0,0,0,0
Summer,2012,Mauritania,2,0,0,0,0
Summer,2012,Equatorial Guinea,2,0,0,0,0
Summer,2012,American Samoa,4,0,0,0,0
Summer,2012,Somalia,2,0,0,0,0
Summer,2012,Bosnia and Herzegovina,6,0,0,0,0
Summer,2012,Tonga,3,0,0,0,0
Summer,2012,Cayman Islands,4,0,0,0,0
Summer,2012,Dominica,2,0,0,0,0
Summer,2012,Marshall Islands,4,0,0,0,0
Summer,2012,Tanzania,6,0,0,0,0
Summer,2012,San Marino,4,0,0,0,0
Summer,2012,"Virgin Islands, US",7,0,0,0,0
Summer,2012,Swaziland,3,0,0,0,0
Summer,2012,Liechtenstein,3,0,0,0,0
Summer,2012,Aruba,4,0,0,0,0
Summer,2012,Laos,3,0,0,0,0
Summer,2012,Papua New Guinea,8,0,0,0,0
Summer,2012,Democratic Republic of the Congo,4,0,0,0,0
Summer,2012,Burkina Faso,5,0,0,0,0
Summer,2012,Solomon Islands,4,0,0,0,0
Summer,2012,Lesotho,4,0,0,0,0
Summer,2012,Brunei,3,0,0,0,0
Summer,2012,Cape Verde,3,0,0,0,0
Summer,2012,Belize,3,0,0,0,0
Summer,2012,Timor-Leste,2,0,0,0,0
Summer,2012,Chad,2,0,0,0,0
Summer,2012,Suriname,5,0,0,0,0
Summer,2012,Sierra Leone,2,0,0,0,0
Summer,2012,Malawi,3,0,0,0,0
Summer,2016,Romania,95,4,1,1,2
Summer,2016,Spain,307,17,7,4,6
Summer,2016,Italy,309,28,8,12,8
Summer,2016,Azerbaijan,56,18,1,7,10
Summer,2016,France,392,42,10,18,14
Summer,2016,Algeria,64,2,0,2,0
Summer,2016,Bahrain,33,2,1,1,0
Summer,2016,Netherlands,237,19,8,7,4
Summer,2016,Iraq,20,0,0,0,0
Summer,2016,Ireland,76,2,0,2,0
Summer,2016,USA,555,121,46,37,38
Summer,2016,Egypt,121,3,0,0,3
Summer,2016,Iran,63,8,3,1,4
Summer,2016,Belgium,104,6,2,2,2
Summer,2016,Cameroon,22,0,0,0,0
Summer,2016,Kazakhstan,101,18,3,5,10
Summer,2016,Brunei,3,0,0,0,0
Summer,2016,Uzbekistan,70,13,4,2,7
Summer,2016,Tajikistan,7,1,1,0,0
Summer,2016,Russia,284,56,19,17,20
Summer,2016,Canada,310,22,4,3,15
Summer,2016,Germany,418,42,17,10,15
Summer,2016,Mexico,123,5,0,3,2
Summer,2016,Ethiopia,37,8,1,2,5
Summer,2016,Sri Lanka,9,0,0,0,0
Summer,2016,Armenia,31,4,1,3,0
Summer,2016,Kenya,79,13,6,6,1
Summer,2016,Nigeria,71,1,0,0,1
Summer,2016,Brazil,462,19,7,6,6
Summer,2016,Australia,420,29,8,11,10
Summer,2016,Chile,42,0,0,0,0
Summer,2016,Switzerland,102,7,3,2,2
Summer,2016,Belarus,120,9,1,4,4
Summer,2016,Guyana,6,0,0,0,0
Summer,2016,Georgia,40,7,2,1,4
Summer,2016,Portugal,90,1,0,0,1
Summer,2016,Colombia,143,8,3,2,3
Summer,2016,Djibouti,7,0,0,0,0
Summer,2016,Jordan,8,1,1,0,0
Summer,2016,Palestine,6,0,0,0,0
Summer,2016,Saudi Arabia,10,0,0,0,0
Summer,2016,India,112,2,0,1,1
Summer,2016,Ghana,13,0,0,0,0
Summer,2016,Honduras,23,0,0,0,0
Summer,2016,El Salvador,8,0,0,0,0
Summer,2016,Venezuela,85,3,0,1,2
Summer,2016,Argentina,215,4,3,1,0
Summer,2016,Turkmenistan,9,0,0,0,0
Summer,2016,Japan,335,41,12,8,21
Summer,2016,Saint Kitts,6,0,0,0,0
Summer,2016,UK,360,67,27,23,17
Summer,2016,New Zealand,195,18,4,9,5
Summer,2016,Turkey,100,8,1,3,4
Summer,2016,Eritrea,12,0,0,0,0
Summer,2016,Uganda,21,0,0,0,0
Summer,2016,Mongolia,43,2,0,1,1
Summer,2016,Lithuania,67,4,0,1,3
Summer,2016,Namibia,10,0,0,0,0
Summer,2016,Kyrgyzstan,19,0,0,0,0
Summer,2016,Puerto Rico,40,1,1,0,0
Summer,2016,Malaysia,32,5,0,4,1
Summer,2016,Samoa,8,0,0,0,0
Summer,2016,Angola,26,0,0,0,0
Summer,2016,South Africa,135,10,2,6,2
Summer,2016,Greece,92,6,3,1,2
Summer,2016,Norway,62,4,0,0,4
Summer,2016,Cuba,117,11,5,2,4
Summer,2016,Paraguay,11,0,0,0,0
Summer,2016,Indonesia,28,3,1,2,0
Summer,2016,Bangladesh,7,0,0,0,0
Summer,2016,Ivory Coast,12,2,1,0,1
Summer,2016,Trinidad,28,1,0,0,1
Summer,2016,China,429,70,26,18,26
Summer,2016,,0,0,0,0,0
Summer,2016,Morocco,48,1,0,0,1
Summer,2016,Sweden,150,11,2,6,3
Summer,2016,Ukraine,204,11,2,5,4
Summer,2016,Tunisia,61,3,0,0,3
Summer,2016,Individual Olympic Athletes,9,2,1,0,1
Summer,2016,Oman,4,0,0,0,0
Summer,2016,Qatar,37,1,0,1,0
Summer,2016,United Arab Emirates,12,1,0,0,1
Summer,2016,Moldova,23,0,0,0,0
Summer,2016,Mauritius,11,0,0,0,0
Summer,2016,Bulgaria,51,3,0,1,2
Summer,2016,Serbia,103,8,2,4,2
Summer,2016,Saint Vincent,4,0,0,0,0
Summer,2016,Austria,71,1,0,0,1
Summer,2016,Niger,6,1,0,1,0
Summer,2016,Costa Rica,11,0,0,0,0
Summer,2016,Sudan,6,0,0,0,0
Summer,2016,Madagascar,6,0,0,0,0
Summer,2016,Pakistan,7,0,0,0,0
Summer,2016,Chad,2,0,0,0,0
Summer,2016,Bosnia and Herzegovina,11,0,0,0,0
Summer,2016,Philippines,13,1,0,1,0
Summer,2016,Cayman Islands,5,0,0,0,0
Summer,2016,Syria,7,0,0,0,0
Summer,2016,Jamaica,56,11,6,3,2
Summer,2016,Estonia,46,1,0,0,1
Summer,2016,Seychelles,10,0,0,0,0
Summer,2016,Ecuador,37,0,0,0,0
Summer,2016,Panama,10,0,0,0,0
Summer,2016,Gabon,6,0,0,0,0
Summer,2016,Bahamas,29,2,1,0,1
Summer,2016,Israel,47,2,0,0,2
Summer,2016,Thailand,54,6,2,2,2
Summer,2016,Botswana,12,0,0,0,0
Summer,2016,South Korea,207,21,9,3,9
Summer,2016,Denmark,119,15,2,6,7
Summer,2016,Cape Verde,5,0,0,0,0
Summer,2016,Poland,234,11,2,3,6
Summer,2016,Dominican Republic,26,1,0,0,1
Summer,2016,Hungary,154,15,8,3,4
Summer,2016,Czech Republic,104,10,1,2,7
Summer,2016,Benin,6,0,0,0,0
Summer,2016,Uruguay,17,0,0,0,0
Summer,2016,Latvia,32,0,0,0,0
Summer,2016,Andorra,4,0,0,0,0
Summer,2016,Cyprus,15,0,0,0,0
Summer,2016,Comoros,4,0,0,0,0
Summer,2016,Libya,7,0,0,0,0
Summer,2016,Saint Lucia,5,0,0,0,0
Summer,2016,Mozambique,6,0,0,0,0
Summer,2016,Micronesia,5,0,0,0,0
Summer,2016,Togo,5,0,0,0,0
Summer,2016,Mauritania,2,0,0,0,0
Summer,2016,Yemen,3,0,0,0,0
Summer,2016,Croatia,85,10,5,3,2
Summer,2016,Antigua,8,0,0,0,0
Summer,2016,Afghanistan,3,0,0,0,0
Summer,2016,Macedonia,6,0,0,0,0
Summer,2016,Slovakia,51,4,2,2,0
Summer,2016,Guinea,5,0,0,0,0
Summer,2016,Fiji,53,1,1,0,0
Summer,2016,Lebanon,9,0,0,0,0
Summer,2016,Montenegro,35,0,0,0,0
Summer,2016,Guatemala,21,0,0,0,0
Summer,2016,Papua New Guinea,8,0,0,0,0
Summer,2016,Zimbabwe,30,0,0,0,0
Summer,2016,Gambia,4,0,0,0,0
Summer,2016,Slovenia,63,4,1,2,1
Summer,2016,Barbados,11,0,0,0,0
Summer,2016,Cook Islands,9,0,0,0,0
Summer,2016,Malta,7,0,0,0,0
Summer,2016,Nepal,7,0,0,0,0
Summer,2016,Sao Tome and Principe,3,0,0,0,0
Summer,2016,Republic of Congo,10,0,0,0,0
Summer,2016,Central African Republic,6,0,0,0,0
Summer,2016,Senegal,22,0,0,0,0
Summer,2016,Peru,29,0,0,0,0
Summer,2016,Nauru,2,0,0,0,0
Summer,2016,Guinea-Bissau,5,0,0,0,0
Summer,2016,Laos,5,0,0,0,0
Summer,2016,Rwanda,7,0,0,0,0
Summer,2016,Timor-Leste,3,0,0,0,0
Summer,2016,Albania,6,0,0,0,0
Summer,2016,Luxembourg,10,0,0,0,0
Summer,2016,Haiti,10,0,0,0,0
Summer,2016,Bolivia,12,0,0,0,0
Summer,2016,Finland,54,1,0,0,1
Summer,2016,Taiwan,55,3,1,0,2
Summer,2016,Grenada,6,1,0,1,0
Summer,2016,Zambia,7,0,0,0,0
Summer,2016,Malawi,5,0,0,0,0
Summer,2016,North Korea,31,7,2,3,2
Summer,2016,Cambodia,6,0,0,0,0
Summer,2016,"Virgin Islands, US",7,0,0,0,0
Summer,2016,Mali,6,0,0,0,0
Summer,2016,Marshall Islands,5,0,0,0,0
Summer,2016,Monaco,3,0,0,0,0
Summer,2016,Palau,5,0,0,0,0
Summer,2016,Vietnam,22,2,1,1,0
Summer,2016,Bermuda,8,0,0,0,0
Summer,2016,Dominica,2,0,0,0,0
Summer,2016,Equatorial Guinea,1,0,0,0,0
Summer,2016,Tonga,7,0,0,0,0
Summer,2016,Solomon Islands,3,0,0,0,0
Summer,2016,Burundi,9,1,0,1,0
Summer,2016,Kosovo,8,1,1,0,0
Summer,2016,Iceland,8,0,0,0,0
Summer,2016,"Virgin Islands, British",4,0,0,0,0
Summer,2016,South Sudan,3,0,0,0,0
Summer,2016,Liechtenstein,3,0,0,0,0
Summer,2016,Tanzania,7,0,0,0,0
Summer,2016,Myanmar,7,0,0,0,0
Summer,2016,Guam,5,0,0,0,0
Summer,2016,Maldives,4,0,0,0,0
Summer,2016,Sierra Leone,4,0,0,0,0
Summer,2016,Belize,3,0,0,0,0
Summer,2016,American Samoa,4,0,0,0,0
Summer,2016,Democratic Republic of the Congo,4,0,0,0,0
Summer,2016,Bhutan,2,0,0,0,0
Summer,2016,Kiribati,3,0,0,0,0
Summer,2016,Burkina Faso,5,0,0,0,0
Summer,2016,Suriname,6,0,0,0,0
Summer,2016,Liberia,2,0,0,0,0
Summer,2016,Nicaragua,5,0,0,0,0
Summer,2016,Lesotho,8,0,0,0,0
Summer,2016,Vanuatu,4,0,0,0,0
Summer,2016,Aruba,7,0,0,0,0
Summer,2016,Swaziland,2,0,0,0,0
Summer,2016,Somalia,2,0,0,0,0
Summer,2016,San Marino,4,0,0,0,0
Winter,1924,USA,24,4,1,2,1
Winter,1924,Czech Republic,27,0,0,0,0
Winter,1924,Switzerland,30,3,2,0,1
Winter,1924,Sweden,31,2,1,1,0
Winter,1924,France,43,3,0,0,3
Winter,1924,UK,44,5,2,1,2
Winter,1924,Italy,23,0,0,0,0
Winter,1924,Austria,4,3,2,1,0
Winter,1924,Norway,14,17,4,7,6
Winter,1924,Finland,17,11,4,4,3
Winter,1924,Poland,7,0,0,0,0
Winter,1924,Nepal,1,1,1,0,0
Winter,1924,Canada,12,1,1,0,0
Winter,1924,Belgium,18,1,0,0,1
Winter,1924,Hungary,4,0,0,0,0
Winter,1924,Australia,1,1,1,0,0
Winter,1924,Serbia,4,0,0,0,0
Winter,1924,Latvia,2,0,0,0,0
Winter,1924,India,7,1,1,0,0
Winter,1928,Sweden,24,5,2,2,1
Winter,1928,Poland,24,0,0,0,0
Winter,1928,Norway,25,15,6,4,5
Winter,1928,Switzerland,41,1,0,0,1
Winter,1928,Japan,6,0,0,0,0
Winter,1928,Finland,18,4,2,1,1
Winter,1928,USA,24,6,2,2,2
Winter,1928,France,38,1,1,0,0
Winter,1928,Hungary,13,0,0,0,0
Winter,1928,Germany,44,1,0,0,1
Winter,1928,Belgium,25,1,0,0,1
Winter,1928,Romania,10,0,0,0,0
Winter,1928,Italy,13,0,0,0,0
Winter,1928,Serbia,6,0,0,0,0
Winter,1928,Czech Republic,25,1,0,0,1
Winter,1928,UK,32,1,0,0,1
Winter,1928,Austria,39,4,0,3,1
Winter,1928,Lithuania,1,0,0,0,0
Winter,1928,Estonia,2,0,0,0,0
Winter,1928,Mexico,5,0,0,0,0
Winter,1928,Argentina,10,0,0,0,0
Winter,1928,Netherlands,7,0,0,0,0
Winter,1928,Canada,23,1,1,0,0
Winter,1928,Luxembourg,5,0,0,0,0
Winter,1928,Latvia,1,0,0,0,0
Winter,1932,Japan,16,0,0,0,0
Winter,1932,USA,64,12,6,4,2
Winter,1932,France,8,1,1,0,0
Winter,1932,Canada,42,7,1,1,5
Winter,1932,Germany,20,2,0,0,2
Winter,1932,Norway,19,10,3,4,3
Winter,1932,Czech Republic,6,0,0,0,0
Winter,1932,Finland,7,3,1,1,1
Winter,1932,Austria,7,2,1,1,0
Winter,1932,Switzerland,7,1,0,1,0
Winter,1932,Italy,12,0,0,0,0
Winter,1932,UK,4,0,0,0,0
Winter,1932,Poland,15,0,0,0,0
Winter,1932,Belgium,5,0,0,0,0
Winter,1932,Sweden,12,3,1,2,0
Winter,1932,Romania,4,0,0,0,0
Winter,1932,Hungary,4,1,0,0,1
Winter,1936,Japan,31,0,0,0,0
Winter,1936,Switzerland,34,3,1,2,0
Winter,1936,France,28,1,0,0,1
Winter,1936,Norway,31,15,7,5,3
Winter,1936,Sweden,32,7,2,2,3
Winter,1936,Latvia,26,0,0,0,0
Winter,1936,Bulgaria,7,0,0,0,0
Winter,1936,Italy,40,0,0,0,0
Winter,1936,UK,38,3,1,1,1
Winter,1936,Austria,60,4,1,1,2
Winter,1936,Turkey,6,0,0,0,0
Winter,1936,Canada,29,1,0,1,0
Winter,1936,USA,55,4,1,0,3
Winter,1936,Germany,55,6,3,3,0
Winter,1936,Hungary,25,1,0,0,1
Winter,1936,Belgium,27,0,0,0,0
Winter,1936,Serbia,17,0,0,0,0
Winter,1936,Czech Republic,44,0,0,0,0
Winter,1936,Netherlands,8,0,0,0,0
Winter,1936,Finland,19,6,1,2,3
Winter,1936,Liechtenstein,4,0,0,0,0
Winter,1936,Romania,15,0,0,0,0
Winter,1936,Spain,6,0,0,0,0
Winter,1936,Poland,20,0,0,0,0
Winter,1936,Estonia,5,0,0,0,0
Winter,1936,Australia,1,0,0,0,0
Winter,1936,Luxembourg,4,0,0,0,0
Winter,1936,Greece,1,0,0,0,0
Winter,1948,France,36,5,2,1,2
Winter,1948,UK,55,2,0,0,2
Winter,1948,Italy,54,1,1,0,0
Winter,1948,Switzerland,70,9,3,4,2
Winter,1948,Finland,24,6,1,3,2
Winter,1948,Norway,49,10,4,3,3
Winter,1948,Sweden,43,10,4,3,3
Winter,1948,Austria,54,8,1,3,4
Winter,1948,Spain,6,0,0,0,0
Winter,1948,Iceland,4,0,0,0,0
Winter,1948,Canada,28,3,2,0,1
Winter,1948,USA,69,8,3,3,2
Winter,1948,Czech Republic,47,1,0,1,0
Winter,1948,Belgium,11,2,1,1,0
Winter,1948,Liechtenstein,10,0,0,0,0
Winter,1948,Serbia,17,0,0,0,0
Winter,1948,Hungary,22,1,0,1,0
Winter,1948,Romania,7,0,0,0,0
Winter,1948,Turkey,4,0,0,0,0
Winter,1948,Netherlands,4,0,0,0,0
Winter,1948,Poland,29,0,0,0,0
Winter,1948,Argentina,9,0,0,0,0
Winter,1948,South Korea,3,0,0,0,0
Winter,1948,Denmark,2,0,0,0,0
Winter,1948,Bulgaria,4,0,0,0,0
Winter,1948,Chile,4,0,0,0,0
Winter,1948,Lebanon,2,0,0,0,0
Winter,1948,Greece,1,0,0,0,0
Winter,1952,Norway,73,16,7,3,6
Winter,1952,Canada,39,2,1,0,1
Winter,1952,Switzerland,55,2,0,0,2
Winter,1952,France,26,1,0,0,1
Winter,1952,Sweden,65,4,0,0,4
Winter,1952,USA,66,11,4,6,1
Winter,1952,Romania,16,0,0,0,0
Winter,1952,Finland,50,9,3,4,2
Winter,1952,UK,18,1,1,0,0
Winter,1952,Italy,33,2,1,0,1
Winter,1952,Poland,30,0,0,0,0
Winter,1952,Japan,13,0,0,0,0
Winter,1952,Spain,4,0,0,0,0
Winter,1952,Australia,9,0,0,0,0
Winter,1952,Austria,39,8,2,4,2
Winter,1952,Bulgaria,10,0,0,0,0
Winter,1952,Czech Republic,22,0,0,0,0
Winter,1952,Argentina,12,0,0,0,0
Winter,1952,Hungary,12,1,0,0,1
Winter,1952,Germany,53,7,3,2,2
Winter,1952,Serbia,6,0,0,0,0
Winter,1952,Netherlands,11,3,0,3,0
Winter,1952,Belgium,9,0,0,0,0
Winter,1952,Denmark,1,0,0,0,0
Winter,1952,Chile,3,0,0,0,0
Winter,1952,Iceland,11,0,0,0,0
Winter,1952,New Zealand,3,0,0,0,0
Winter,1952,Lebanon,1,0,0,0,0
Winter,1952,Greece,3,0,0,0,0
Winter,1952,Portugal,1,0,0,0,0
Winter,1956,Norway,45,4,2,1,1
Winter,1956,Italy,65,3,1,2,0
Winter,1956,France,32,0,0,0,0
Winter,1956,Sweden,58,10,2,4,4
Winter,1956,USA,67,7,2,3,2
Winter,1956,Romania,19,0,0,0,0
Winter,1956,Finland,31,7,3,3,1
Winter,1956,Switzerland,59,6,3,2,1
Winter,1956,Germany,63,2,1,0,1
Winter,1956,Iran,3,0,0,0,0
Winter,1956,Bulgaria,7,0,0,0,0
Winter,1956,Russia,53,15,6,3,6
Winter,1956,Spain,9,0,0,0,0
Winter,1956,Japan,10,1,0,1,0
Winter,1956,Australia,8,0,0,0,0
Winter,1956,Austria,60,11,4,3,4
Winter,1956,Canada,35,3,0,1,2
Winter,1956,UK,41,0,0,0,0
Winter,1956,Czech Republic,41,0,0,0,0
Winter,1956,Liechtenstein,8,0,0,0,0
Winter,1956,Serbia,17,0,0,0,0
Winter,1956,Netherlands,8,0,0,0,0
Winter,1956,Poland,51,1,0,0,1
Winter,1956,Belgium,4,0,0,0,0
Winter,1956,Turkey,4,0,0,0,0
Winter,1956,Bolivia,1,0,0,0,0
Winter,1956,Lebanon,3,0,0,0,0
Winter,1956,Chile,3,0,0,0,0
Winter,1956,Iceland,7,0,0,0,0
Winter,1956,South Korea,4,0,0,0,0
Winter,1956,Hungary,2,1,0,0,1
Winter,1956,Greece,3,0,0,0,0
Winter,1960,Norway,29,6,3,3,0
Winter,1960,Australia,30,0,0,0,0
Winter,1960,Sweden,47,7,3,2,2
Winter,1960,Japan,41,0,0,0,0
Winter,1960,USA,79,10,3,4,3
Winter,1960,Finland,48,8,2,3,3
Winter,1960,Italy,28,1,0,0,1
Winter,1960,Russia,62,21,7,5,9
Winter,1960,Germany,74,8,4,3,1
Winter,1960,Argentina,6,0,0,0,0
Winter,1960,Canada,44,4,2,1,1
Winter,1960,France,26,3,1,0,2
Winter,1960,Switzerland,21,2,2,0,0
Winter,1960,Spain,4,0,0,0,0
Winter,1960,Hungary,3,0,0,0,0
Winter,1960,Iceland,4,0,0,0,0
Winter,1960,Austria,26,6,1,2,3
Winter,1960,Poland,13,2,0,1,1
Winter,1960,Chile,5,0,0,0,0
Winter,1960,Netherlands,7,2,0,1,1
Winter,1960,Czech Republic,21,1,0,1,0
Winter,1960,New Zealand,4,0,0,0,0
Winter,1960,South Korea,7,0,0,0,0
Winter,1960,UK,17,0,0,0,0
Winter,1960,Turkey,2,0,0,0,0
Winter,1960,Bulgaria,7,0,0,0,0
Winter,1960,South Africa,4,0,0,0,0
Winter,1960,Liechtenstein,3,0,0,0,0
Winter,1960,Lebanon,2,0,0,0,0
Winter,1960,Denmark,1,0,0,0,0
Winter,1964,Norway,58,15,3,6,6
Winter,1964,Italy,61,4,0,1,3
Winter,1964,Russia,69,24,11,7,6
Winter,1964,Sweden,57,7,3,3,1
Winter,1964,Switzerland,72,0,0,0,0
Winter,1964,Iran,4,0,0,0,0
Winter,1964,Argentina,12,0,0,0,0
Winter,1964,USA,90,7,1,2,4
Winter,1964,Canada,55,3,1,1,1
Winter,1964,Hungary,28,0,0,0,0
Winter,1964,Germany,96,9,3,3,3
Winter,1964,North Korea,13,1,0,1,0
Winter,1964,Romania,27,0,0,0,0
Winter,1964,UK,36,1,1,0,0
Winter,1964,Bulgaria,7,0,0,0,0
Winter,1964,Serbia,31,0,0,0,0
Winter,1964,France,24,7,3,4,0
Winter,1964,Austria,83,12,4,5,3
Winter,1964,Japan,47,0,0,0,0
Winter,1964,Mongolia,13,0,0,0,0
Winter,1964,Czech Republic,46,1,0,0,1
Winter,1964,Iceland,5,0,0,0,0
Winter,1964,Finland,51,10,3,4,3
Winter,1964,Lebanon,4,0,0,0,0
Winter,1964,Poland,51,0,0,0,0
Winter,1964,Chile,5,0,0,0,0
Winter,1964,Belgium,8,0,0,0,0
Winter,1964,Australia,5,0,0,0,0
Winter,1964,India,1,0,0,0,0
Winter,1964,Denmark,2,0,0,0,0
Winter,1964,South Korea,7,0,0,0,0
Winter,1964,Netherlands,6,2,1,1,0
Winter,1964,Turkey,5,0,0,0,0
Winter,1964,Spain,6,0,0,0,0
Winter,1964,Liechtenstein,6,0,0,0,0
Winter,1964,Greece,3,0,0,0,0
Winter,1968,Italy,47,4,4,0,0
Winter,1968,Russia,74,13,5,5,3
Winter,1968,Spain,20,0,0,0,0
Winter,1968,Japan,61,0,0,0,0
Winter,1968,Turkey,11,0,0,0,0
Winter,1968,USA,96,5,1,3,1
Winter,1968,Hungary,10,0,0,0,0
Winter,1968,Austria,76,11,3,4,4
Winter,1968,Norway,65,14,6,6,2
Winter,1968,Sweden,68,8,3,2,3
Winter,1968,Greece,3,0,0,0,0
Winter,1968,UK,38,0,0,0,0
Winter,1968,Bulgaria,6,0,0,0,0
Winter,1968,Serbia,30,0,0,0,0
Winter,1968,Morocco,5,0,0,0,0
Winter,1968,France,75,9,4,3,2
Winter,1968,Canada,70,3,1,1,1
Winter,1968,Germany,144,12,3,4,5
Winter,1968,Netherlands,9,9,3,3,3
Winter,1968,Poland,31,0,0,0,0
Winter,1968,Iran,4,0,0,0,0
Winter,1968,Romania,30,1,0,0,1
Winter,1968,Lebanon,3,0,0,0,0
Winter,1968,Czech Republic,48,4,1,2,1
Winter,1968,Mongolia,7,0,0,0,0
Winter,1968,Liechtenstein,9,0,0,0,0
Winter,1968,Iceland,4,0,0,0,0
Winter,1968,New Zealand,6,0,0,0,0
Winter,1968,Switzerland,34,6,0,2,4
Winter,1968,Chile,4,0,0,0,0
Winter,1968,India,1,0,0,0,0
Winter,1968,Denmark,3,0,0,0,0
Winter,1968,Australia,3,0,0,0,0
Winter,1968,Finland,52,5,1,2,2
Winter,1968,South Korea,8,0,0,0,0
Winter,1968,Argentina,5,0,0,0,0
Winter,1972,Japan,85,3,1,1,1
Winter,1972,Sweden,58,4,1,1,2
Winter,1972,Switzerland,52,10,4,3,3
Winter,1972,USA,103,8,3,2,3
Winter,1972,Greece,3,0,0,0,0
Winter,1972,Canada,47,1,0,1,0
Winter,1972,Hungary,1,0,0,0,0
Winter,1972,Austria,40,5,1,2,2
Winter,1972,Norway,67,12,2,5,5
Winter,1972,Germany,120,19,7,4,8
Winter,1972,Italy,44,5,2,2,1
Winter,1972,France,40,3,0,1,2
Winter,1972,Russia,76,16,8,5,3
Winter,1972,Netherlands,11,9,4,3,2
Winter,1972,Poland,47,1,1,0,0
Winter,1972,Iran,4,0,0,0,0
Winter,1972,UK,37,0,0,0,0
Winter,1972,Czech Republic,41,3,1,0,2
Winter,1972,Serbia,26,0,0,0,0
Winter,1972,Belgium,1,0,0,0,0
Winter,1972,Romania,13,0,0,0,0
Winter,1972,Liechtenstein,4,0,0,0,0
Winter,1972,South Korea,5,0,0,0,0
Winter,1972,Taiwan,5,0,0,0,0
Winter,1972,North Korea,6,0,0,0,0
Winter,1972,Philippines,2,0,0,0,0
Winter,1972,Australia,4,0,0,0,0
Winter,1972,Mongolia,4,0,0,0,0
Winter,1972,New Zealand,2,0,0,0,0
Winter,1972,Spain,3,1,1,0,0
Winter,1972,Finland,50,5,0,4,1
Winter,1972,Lebanon,1,0,0,0,0
Winter,1972,Argentina,2,0,0,0,0
Winter,1972,Bulgaria,4,0,0,0,0
Winter,1976,Japan,58,0,0,0,0
Winter,1976,Germany,130,29,9,10,10
Winter,1976,USA,106,10,3,3,4
Winter,1976,Sweden,39,2,0,0,2
Winter,1976,UK,42,1,1,0,0
Winter,1976,Finland,47,7,2,4,1
Winter,1976,Serbia,28,0,0,0,0
Winter,1976,Russia,79,27,13,6,8
Winter,1976,Canada,59,3,1,1,1
Winter,1976,Italy,58,4,1,2,1
Winter,1976,Norway,41,7,3,3,1
Winter,1976,Romania,32,0,0,0,0
Winter,1976,Andorra,5,0,0,0,0
Winter,1976,New Zealand,5,0,0,0,0
Winter,1976,France,35,1,0,0,1
Winter,1976,Bulgaria,29,0,0,0,0
Winter,1976,Czech Republic,58,1,0,1,0
Winter,1976,Turkey,9,0,0,0,0
Winter,1976,Poland,56,0,0,0,0
Winter,1976,Austria,77,6,2,2,2
Winter,1976,Switzerland,59,5,1,3,1
Winter,1976,San Marino,2,0,0,0,0
Winter,1976,Netherlands,7,6,1,2,3
